Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
03 - PA-W,"Gibson,Kim R.",Senior,06/03/2016,"Ranjan,J. Nicholas",01/23/2019
04 - MD,"Quarles Jr.,William D.",Retired,02/01/2016,,
04 - NC-E,"Howard,Malcolm J.",Senior,12/31/2005,,
04 - NC-W,"Voorhees,Richard L.",Senior,08/31/2017,"Bell,Kenneth D.",01/23/2019
04 - SC,"Wooten,Terry L.",Senior,02/28/2019,,
04 - SC,"Quattlebaum Jr.,A. Marvin",Elevated,08/16/2018,,
04 - VA-E,"Lee,Gerald Bruce",Retired,09/30/2017,"Alston Jr.,Rossie David",01/23/2019
04 - VA-E,"Hudson,Henry E.",Senior,06/01/2018,"Novak,David John",03/26/2019
04 - VA-W,"Conrad,Glen E.",Senior,12/11/2017,,
04 - WV-S,"Copenhaver Jr.,John T.",Senior,11/01/2018,,
05 - CCA,"Jolly,E. Grady",Senior,10/03/2017,,
05 - LA-E,"Engelhardt,Kurt D.",Elevated,05/09/2018,"Guidry,Greg Gerard",01/17/2019
05 - LA-E,"Berrigan,Helen G.",Senior,08/23/2016,"Vitter,Wendy",01/23/2019
05 - LA-W,"Drell,Dee D.",Senior,11/30/2017,,
05 - LA-W,"Minaldi,Patricia H.",Senior,07/31/2017,"Cain Jr.,James David",01/23/2019
05 - MS-S,"Guirola Jr.,Louis",Senior,03/23/2018,,
05 - TX-E,"Davis,Leonard E.",Retired,05/15/2015,"Barker,J. Campbell",01/23/2019
05 - TX-E,"Schell,Richard A.",Senior,03/10/2015,"Jordan,Sean D.",01/17/2019
05 - TX-E,"Clark,Ron",Senior,02/28/2018,"Truncale,Michael J.",01/23/2019
05 - TX-N,"Means,Terry",Senior,07/03/2013,"Brown,Ada E.",03/26/2019
05 - TX-N,"Cummings,Samuel Ray",Senior,12/31/2014,"Hendrix,James Wesley",01/17/2019
05 - TX-N,"Robinson,Mary Lou",Senior,02/03/2016,"Kacsmaryk,Matthew J.",01/23/2019
05 - TX-N,"McBryde,John H.",Senior,10/09/2018,"Pittman,Mark T.",01/17/2019
05 - TX-N,"Fitzwater,Sidney A.",Senior,09/22/2018,"Starr,Brantley",03/11/2019
05 - TX-S,"Miller,Gray H.",Senior,12/09/2018,,
05 - TX-S,"Harmon,Melinda",Senior,03/31/2018,"Brown,Jeffrey Vincent",03/11/2019
05 - TX-S,"Jack,Janis Graham",Senior,06/01/2011,"Morales,David Steven",01/23/2019
05 - TX-W,"Sparks,Sam",Senior,12/31/2017,"Pulliam,Jason K.",03/05/2019
06 - MI-E,"Rosen,Gerald E.",Senior,10/26/2016,"Davis,Stephanie Dawkins",03/11/2019
06 - MI-W,"Bell,Robert Holmes",Senior,01/31/2017,"Bogren,Michael S.",03/11/2019
06 - OH-N,"Nugent,Donald C.",Senior,01/01/2017,"Barker,Pamela A.",01/23/2019
06 - OH-S,"Barrett,Michael R.",Senior,02/15/2019,,
06 - OH-S,"Dlott,Susan J.",Senior,05/31/2018,,
06 - OH-S,"Rose,Thomas M.",Senior,06/30/2017,"McFarland,Matthew Walden",01/23/2019
06 - OH-S,"Frost,Gregory L.",Retired,05/02/2016,"Morrison,Sarah Daggett",01/23/2019
06 - TN-E,"Greer,J. Ronnie",Senior,06/30/2018,"Corker,Clifton L.",01/23/2019
07 - IL-N,"St. Eve,Amy J.",Elevated,05/14/2018,,
07 - IL-N,"Zagel,James B.",Senior,10/21/2016,,
07 - IL-N,"Der-Yeghiayan,Samuel",Retired,02/17/2018,,
07 - IL-N,"Darrah,John W.",Senior,03/01/2017,,
07 - IL-S,"Herndon,David R.",Retired,01/07/2019,,
07 - IL-S,"Reagan,Michael J.",Retired,03/31/2019,,
07 - IN-N,"Van Bokkelen,Joseph S",Senior,09/29/2017,"Brady,Holly A.",01/23/2019
07 - IN-N,"Miller Jr.,Robert L.",Senior,01/11/2016,"Leichty,Damon Ray",01/23/2019
07 - WI-E,"Randa,Rudolph T.",Senior,02/05/2016,,
08 - AR-E,"Holmes,J. Leon",Senior,03/31/2018,,
08 - MO-E,"Perry,Catherine D.",Senior,12/31/2018,,
08 - MO-E,"Jackson,Carol E.",Retired,08/31/2017,"Clark Sr.,Stephen R.",01/23/2019
08 - ND,"Erickson,Ralph R.",Elevated,09/28/2017,"Welte,Peter D.",01/17/2019
08 - NE,"Smith Camp,Laurie",Senior,12/01/2018,"Buescher,Brian C.",01/23/2019
09 - AK,"Beistline,Ralph R.",Senior,12/31/2015,,
09 - AZ,"Collins,Raner",Senior,03/04/2019,,
09 - AZ,"Jorgenson,Cindy K.",Senior,04/06/2018,,
09 - AZ,"Campbell,David G.",Senior,07/31/2018,"Liburdi,Michael T.",01/17/2019
09 - CA-C,"Otero,S. James",Senior,12/30/2018,,
09 - CA-C,"Snyder,Christina A.",Senior,11/23/2016,,
09 - CA-C,"O'Connell,Beverly Reid",Deceased,10/08/2017,,
09 - CA-C,"Real,Manuel L.",Senior,11/04/2018,,
09 - CA-C,"Pregerson,Dean D.",Senior,01/28/2016,,
09 - CA-C,"Collins,Audrey B.",Retired,08/01/2014,"Blumenfeld Jr.,Stanley",02/06/2019
09 - CA-C,"Morrow,Margaret M.",Senior,10/29/2015,"Rosen,Jeremy Brooks",02/06/2019
09 - CA-C,"King,George H.",Retired,01/06/2017,"Scarsi,Mark C.",02/06/2019
09 - CA-S,"Moskowitz,Barry Ted",Senior,01/23/2019,,
09 - CA-S,"Houston,John A.",Senior,02/06/2018,,
09 - CA-S,"Benitez,Roger T.",Senior,12/31/2017,,
09 - CA-S,"Anello,Michael M.",Senior,10/31/2018,,
09 - CA-S,"Huff,Marilyn L.",Senior,09/30/2016,"Bumatay,Patrick Joseph",02/06/2019
09 - CCA,"O'Scannlain,Diarmuid F.",Senior,12/31/2016,,
09 - CCA,"Kozinski,Alex",Retired,12/18/2017,"Bress,Daniel Aaron",02/06/2019
09 - CCA,"Pregerson,Harry",Senior,12/11/2015,"Collins,Daniel Paul",02/06/2019
09 - CCA,"Reinhardt,Stephen",Deceased,03/29/2018,"Lee,Kenneth Kiyul",02/06/2019
09 - NV,"Mahan,James C.",Senior,06/29/2018,,
09 - NV,"Jones,Robert Clive",Senior,02/01/2016,,
09 - OR,"Brown,Anna J.",Senior,07/27/2017,"Immergut,Karin J.",01/23/2019
09 - WA-W,"Pechman,Marsha J.",Senior,02/06/2016,,
09 - WA-W,"Lasnik,Robert S.",Senior,01/27/2016,,
09 - WA-W,"Leighton,Ronald B.",Senior,02/28/2019,,
09 - WA-W,"Robart,James L.",Senior,06/28/2016,,
10 - CO,"Krieger,Marcia S.",Senior,03/03/2019,,
10 - CO,"Blackburn,Robert E.",Senior,04/12/2016,"Domenico,Daniel Desmond",01/23/2019
10 - NM,"Brack,Robert",Senior,07/25/2018,,
10 - NM,"Armijo,M. Christina",Senior,02/07/2018,,
10 - OK-E,"Payne,James H.",Senior,08/01/2017,,
10 - OK-W,"Miles-LaGrange,Vicki",Senior,11/05/2018,,
10 - OK-W,"Russell,David L.",Senior,07/07/2013,"Wyrick,Patrick R.",01/23/2019
10 - UT,"Waddoups,Clark",Senior,01/31/2019,,
10 - UT,"Stewart,Brian T.",Senior,09/01/2014,"Nielson Jr.,Howard C.",01/23/2019
11 - AL-M,"Watkins,W. Keith",Senior,01/31/2019,,
11 - AL-M,"Fuller,Mark E.",Resigned,08/01/2015,"Brasher,Andrew Lynn",01/23/2019
11 - AL-N,"Hopkins,Virginia Emerson",Senior,06/22/2018,"Maze,Corey Landon",01/23/2019
11 - FL-M,"Kovachevich,Elizabeth A.",Senior,12/14/2018,,
11 - FL-M,"Whittemore,James D.",Senior,08/29/2017,"Barber,Thomas P.",01/23/2019
11 - FL-M,"Steele,John E.",Senior,06/03/2015,"Berger,Wendy Williams",01/23/2019
11 - FL-N,"Smoak,Richard",Senior,12/31/2015,"Wetherell II,T. Kent",01/23/2019
11 - FL-N,"Hinkle,Robert L.",Senior,11/07/2016,"Winsor,Allen Cothrel",01/23/2019
11 - FL-S,"Marra,Kenneth A.",Senior,08/01/2017,,
11 - FL-S,"Cohn,James I.",Senior,08/05/2016,,
11 - FL-S,"Lenard,Joan A.",Senior,07/01/2017,"Altman,Roy Kalman",01/23/2019
11 - FL-S,"Zloch,William J.",Senior,01/31/2017,"Ruiz II,Rodolfo Armando",01/23/2019
11 - FL-S,"Rosenbaum,Robin S.",Elevated,05/12/2014,"Smith,Rodney",01/23/2019
11 - GA-N,"Story,Richard W.",Senior,12/01/2018,,
11 - GA-N,"Duffey Jr.,William S.",Retired,07/01/2018,"Boulee,Jean-Paul",01/23/2019
CL,"Block,Lawrence J.",Retired,01/08/2016,,
CL,"Horn,Marian Blank",Senior,03/09/2018,,
CL,"Williams,Mary Ellen Coster",Senior,07/13/2018,,
CL,"Lettow,Charles Frederick",Senior,07/13/2018,,
CL,"Braden,Susan G.",Senior,07/13/2018,,
CL,"Damich,Edward J.",Senior,10/21/2013,,
CL,"Wolski,Victor J.",Senior,07/13/2018,,
CL,"Miller,George W.",Retired,08/06/2013,"Hertling,Richard A.",01/23/2019
CL,"Firestone,Nancy B.",Senior,10/21/2013,"Holte,Ryan T.",01/23/2019
CL,"Hewitt,Emily C.",Retired,10/21/2013,"Solomson,Matthew H.",03/05/2019
CL,"Bush,Lynn J.",Senior,10/21/2013,"Tapp,David Austin",03/05/2019
DC - DC,"Roberts,Richard W.",Senior,03/16/2016,"Nichols,Carl J.",01/23/2019
IT,"Ridgway,Delissa A.",Senior,01/31/2019,,
IT,"Gordon,Leo M.",Senior,03/22/2019,,
IT,"Pogue,Donald C.",Senior,07/01/2014,"Baker,M. Miller",01/23/2019
IT,"Eaton,Richard K.",Senior,08/22/2014,"Reif,Timothy M.",01/23/2019
