Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
09 - CA-C,"Selna,James V.",Senior,03/03/2020,,
09 - CA-C,"Guilford,Andrew J.",Senior,07/05/2019,,
09 - CA-C,"Otero,S. James",Senior,12/30/2018,"Aenlle-Rocha,Fernando L.",01/09/2020
09 - CA-C,"Collins,Audrey B.",Retired,08/01/2014,"Blumenfeld,Jr.,Stanley",01/09/2020
09 - CA-C,"Pregerson,Dean D.",Senior,01/28/2016,"Holcomb,John W.",02/13/2020
09 - CA-C,"O'Connell,Beverly Reid",Deceased,10/08/2017,"Kim,Steve",02/13/2020
09 - CA-C,"Snyder,Christina A.",Senior,11/23/2016,"Leal,Sandy Nunes",02/13/2020
09 - CA-C,"Real,Manuel L.",Senior,11/04/2018,"Richmond,Rick Lloyd",02/13/2020
09 - CA-C,"Morrow,Margaret M.",Senior,10/29/2015,"Rosen,Jeremy Brooks",02/13/2020
09 - CA-C,"King,George H.",Retired,01/06/2017,"Scarsi,Mark C.",01/09/2020
09 - CA-E,"O'Neill,Lawrence J.",Senior,02/02/2020,"Arguelles,James P.",06/18/2020
09 - CA-E,"England Jr.,Morrison C.",Senior,12/17/2019,"Paloutzian,Dirk B.",05/21/2020
09 - CA-S,"Benitez,Roger T.",Senior,12/31/2017,"Braverman,Adam L.",02/13/2020
09 - CA-S,"Houston,John A.",Senior,02/06/2018,"Johnson,Knut Sveinbjorn",02/13/2020
09 - CA-S,"Moskowitz,Barry Ted",Senior,01/23/2019,"Matthews,R. Shireen",02/13/2020
09 - CA-S,"Anello,Michael M.",Senior,10/31/2018,"Pettit,Michelle M.",02/13/2020
09 - CA-S,"Huff,Marilyn L.",Senior,09/30/2016,"Robinson,Todd Wallace",02/13/2020
09 - NV,"Jones,Robert Clive",Senior,02/01/2016,,
09 - NV,"Mahan,James C.",Senior,06/29/2018,"Togliatti,Jennifer P.",02/13/2020
09 - WA-W,"Lasnik,Robert S.",Senior,01/27/2016,,
09 - WA-W,"Robart,James L.",Senior,06/28/2016,,
09 - WA-W,"Pechman,Marsha J.",Senior,02/06/2016,,
09 - WA-W,"Leighton,Ronald B.",Senior,02/28/2019,,
09 - WA-W,"Settle,Benjamin Hale",Senior,01/01/2020,,
10 - CO,"Krieger,Marcia S.",Senior,03/03/2019,,
10 - KS,"Murguia,Carlos",Resigned,04/01/2020,"Crouse,Toby",05/21/2020
10 - NM,"Brack,Robert",Senior,07/25/2018,"Frederici III,Fred Joseph",06/18/2020
10 - NM,"Herrera,Judith C.",Senior,07/01/2019,"Saiz,Brenda M.",06/18/2020
11 - AL-M,"Brasher,Andrew Lynn",Elevated,02/11/2020,"LaCour Jr.,Edmund G.",06/02/2020
11 - FL-M,"Covington,Virginia M. Hernandez",Senior,07/12/2020,,
11 - FL-S,"Moreno,Federico A.",Senior,07/17/2020,,
11 - FL-S,"Marra,Kenneth A.",Senior,08/01/2017,"Cannon,Aileen Mercedes",05/21/2020
CL,"Lettow,Charles Frederick",Senior,07/13/2018,"Davis,Kathryn C.",02/04/2020
CL,"Wolski,Victor J.",Senior,07/13/2018,"Dietz,Thompson Michael",07/02/2020
CL,"Damich,Edward J.",Senior,10/21/2013,"Epstein,David Z.",02/04/2020
CL,"Block,Lawrence J.",Retired,01/08/2016,"Meyers,Edward Hulvey",01/06/2020
CL,"Braden,Susan G.",Senior,07/13/2018,"Obermann,Grace Karaffa",01/09/2020
CL,"Horn,Marian Blank",Senior,03/09/2018,"Schwartz,Stephen Sidney",01/09/2020
IT,"Gordon,Leo M.",Senior,03/22/2019,,
IT,"Ridgway,Delissa A.",Senior,01/31/2019,"Vaden,Stephen A.",01/03/2020
