Vacancy Created By,Reason,Vacancy Date,Nominee,Nomination,Circuit,CT,date,Nomination Date
PL 98-353,New Position,1984-07-10,,,CCA,Tenth Circuit,1985-07-01,
"Seth, Oliver",Retired,1984-12-25,,,CCA,Tenth Circuit,1985-07-01,
"Moore, John P.",Elevated,1985-05-14,,,CO,Tenth Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,,,CO,Tenth Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,"Alley, Wayne E.",,OK-W,Tenth Circuit,1985-07-01,5/29/1985
"Anderson, Aldon J.",Retired,1984-12-20,,,UT,Tenth Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,,,WY,Tenth Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,,,AL-S,Eleventh Circuit,1985-07-01,
"Reed, John A.",Resigned,1985-01-01,,,FL-M,Eleventh Circuit,1985-07-01,
"Eaton, Joe",Retired,1985-04-02,,,FL-S,Eleventh Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,,,FL-S,Eleventh Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,"Scott, Thomas E.",,FL-S,Eleventh Circuit,1985-07-01,6/20/1985
PL 98-353,New Position,1984-07-10,"Marcus, Stanley",,FL-S,Eleventh Circuit,1985-07-01,6/20/1985
PL 98-353,New Position,1984-07-10,,,GA-M,Eleventh Circuit,1985-07-01,
PL 98-353,New Position,1984-07-10,,,CCA,District of Columbia Circuit,1985-07-01,
"Wilkey, Malcolm",Retired,1984-12-06,,,CCA,District of Columbia Circuit,1985-07-01,
"Flannery, Thomas A.",Retired,1985-05-10,,,DC,District of Columbia Circuit,1985-07-01,
"Green, June L.",Retired,1984-01-15,"Sporkin, Stanley",,DC,District of Columbia Circuit,1985-07-01,4/5/1985
"Miller, Jack",Retired,1985-06-06,,,CCA,Federal Circuit,1985-07-01,
"Boe, Nils A.",Retired,1984-04-30,,,USIT,International Trade,1985-07-01,
