Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
05 - LA-W,"James,Robert G.",Senior,05/31/2016,,
05 - TX-E,"Davis,Leonard E.",Retired,05/15/2015,,
05 - TX-E,"Schneider,Michael H.",Senior,01/07/2016,,
05 - TX-E,"Schell,Richard A.",Senior,03/10/2015,,
05 - TX-N,"Solis,Jorge A.",Retired,05/01/2016,,
05 - TX-N,"Means,Terry",Senior,07/03/2013,,
05 - TX-N,"Robinson,Mary Lou",Senior,02/03/2016,,
05 - TX-N,"Cummings,Samuel Ray",Senior,12/31/2014,,
05 - TX-S,"Costa,Gregg Jeffrey",Elevated,05/20/2014,,
05 - TX-S,"Jack,Janis Graham",Senior,06/01/2011,,
05 - TX-W,"Smith Jr.,Walter S.",Retired,09/14/2016,,
05 - TX-W,"Junell,Robert A.",Senior,02/13/2015,,
06 - CCA,"Martin Jr.,Boyce F.",Retired,08/16/2013,,
06 - KY-E,"Coffman,Jennifer B.",Retired,01/08/2013,,
06 - KY-W,"Heyburn II,John G.",Senior,04/01/2014,,
06 - MI-E,"Rosen,Gerald E.",Senior,10/26/2016,,
06 - MI-W,"Bell,Robert Holmes",Senior,01/31/2017,,
06 - OH-N,"Nugent,Donald C.",Senior,01/01/2017,,
06 - OH-S,"Frost,Gregory L.",Retired,05/02/2016,,
06 - TN-M,"Campbell,Todd J.",Senior,12/01/2016,,
06 - TN-W,"Mays Jr.,Samuel H.",Senior,07/01/2015,,
07 - CCA,"Tinder,John Daniel",Senior,02/18/2015,,
07 - CCA,"Evans,Terence T.",Senior,01/07/2010,,
07 - IL-N,"Zagel,James B.",Senior,10/21/2016,,
07 - IN-N,"Miller Jr.,Robert L.",Senior,01/11/2016,,
07 - IN-S,"Barker,Sarah Evans",Senior,06/30/2014,,
07 - WI-E,"Randa,Rudolph T.",Senior,02/05/2016,,
08 - CCA,"Bye,Kermit Edward",Senior,04/22/2015,,
08 - CCA,"Murphy,Diana E.",Senior,11/29/2016,,
08 - MN,"Montgomery,Ann D.",Senior,05/31/2016,,
08 - MN,"Frank,Donovan W.",Senior,10/31/2016,,
09 - AK,"Beistline,Ralph R.",Senior,12/31/2015,,
09 - AZ,"Bolton,Susan R.",Senior,09/01/2016,,
09 - AZ,"Wake,Neil Vincent",Senior,07/05/2016,,
09 - CA-C,"Collins,Audrey B.",Retired,08/01/2014,,
09 - CA-C,"King,George H.",Retired,01/06/2017,,
09 - CA-C,"Pregerson,Dean D.",Senior,01/28/2016,,
09 - CA-C,"Snyder,Christina A.",Senior,11/23/2016,,
09 - CA-C,"Morrow,Margaret M.",Senior,10/29/2015,,
09 - CA-S,"Huff,Marilyn L.",Senior,09/30/2016,,
09 - CCA,"Silverman,Barry G.",Senior,10/11/2016,,
09 - CCA,"O'Scannlain,Diarmuid F.",Senior,12/31/2016,,
09 - CCA,"Pregerson,Harry",Senior,12/11/2015,,
09 - CCA,"Clifton,Richard R.",Senior,12/31/2016,,
09 - HI,"Mollway,Susan Oki",Senior,11/06/2015,,
09 - ID,"Lodge,Edward J.",Senior,07/03/2015,,
09 - NV,"Jones,Robert Clive",Senior,02/01/2016,,
09 - WA-W,"Pechman,Marsha J.",Senior,02/06/2016,,
09 - WA-W,"Robart,James L.",Senior,06/28/2016,,
09 - WA-W,"Lasnik,Robert S.",Senior,01/27/2016,,
10 - CO,"Blackburn,Robert E.",Senior,04/12/2016,,
10 - KS,"Vratil,Kathryn H.",Senior,04/22/2014,,
10 - OK-W,"Friot,Stephen P.",Senior,12/01/2014,,
10 - OK-W,"Russell,David L.",Senior,07/07/2013,,
10 - OK-W,"Cauthron,Robin J.",Senior,07/14/2015,,
10 - UT,"Stewart,Brian T.",Senior,09/01/2014,,
11 - AL-M,"Thompson,Myron H.",Senior,08/22/2013,,
11 - AL-M,"Fuller,Mark E.",Resigned,08/01/2015,,
11 - AL-N,"Smith Jr.,C. Lynwood",Senior,08/31/2013,,
11 - AL-N,"Blackburn,Sharon Lovelace",Senior,05/08/2015,,
11 - AL-S,"Granade,Callie V.S.",Senior,03/07/2016,,
11 - CCA,"Dubina,Joel F.",Senior,10/26/2013,,
11 - FL-M,"Steele,John E.",Senior,06/03/2015,,
11 - FL-M,"Conway,Anne C.",Senior,08/01/2015,,
11 - FL-N,"Smoak,Richard",Senior,12/31/2015,,
11 - FL-N,"Hinkle,Robert L.",Senior,11/07/2016,,
11 - FL-S,"Rosenbaum,Robin S.",Elevated,05/12/2014,,
11 - FL-S,"Zloch,William J.",Senior,01/31/2017,,
11 - FL-S,"Cohn,James I.",Senior,08/05/2016,,
11 - GA-M,"Royal,Charles Ashley",Senior,09/01/2016,,
11 - GA-N,"Carnes,Julie E.",Elevated,07/21/2014,,
CL,"Hewitt,Emily C.",Retired,10/21/2013,,
CL,"Damich,Edward J.",Senior,10/21/2013,,
CL,"Bush,Lynn J.",Senior,10/21/2013,,
CL,"Firestone,Nancy B.",Senior,10/21/2013,,
CL,"Miller,George W.",Retired,08/06/2013,,
CL,"Block,Lawrence J.",Retired,01/08/2016,,
DC - DC,"Walton,Reggie B.",Senior,12/31/2015,,
DC - DC,"Leon,Richard J.",Senior,12/31/2016,,
DC - DC,"Roberts,Richard W.",Senior,03/16/2016,,
DC - DC,"Collyer,Rosemary M.",Senior,05/18/2016,,
IT,"Pogue,Donald C.",Senior,07/01/2014,,
IT,"Eaton,Richard K.",Senior,08/22/2014,,
SC,"Scalia,Antonin",Deceased,02/13/2016,,
