Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
10 - NM,"Black,Bruce D.",Senior,10/01/2012,"Gonzales,Kenneth John",01/04/2013
11 - ALN,"Johnson,Inge Prytz",Senior,10/24/2012,,
11 - CCA,"Edmondson,J. L.",Senior,07/15/2012,,
11 - CCA,"Birch Jr.,Stanley F.",Retired,08/29/2010,"Pryor,Jill A.",01/04/2013
11 - FLM,"Presnell,Gregory A.",Senior,04/01/2012,"Chappell,Sheri Polster",01/04/2013
11 - FLM,"Lazzara,Richard A.",Senior,12/17/2011,"Davis,Brian J.",01/04/2013
11 - FLS,"Seitz,Patricia A.",Senior,11/16/2012,,
11 - FLS,"Jordan,Adalberto",Elevated,02/15/2012,"Thomas,William L.",01/04/2013
11 - GAN,"Martin,Beverly B.",Elevated,01/20/2010,,
11 - GAN,"Cooper,Clarence",Senior,02/09/2009,,
11 - GAN,"Pannell Jr.,Charles A.",Senior,01/31/2013,,
DC - CCA,"Sentelle,David Bryan",Senior,02/12/2013,,
DC - CCA,"Ginsburg,Douglas H.",Senior,10/14/2011,,
DC - CCA,"Roberts Jr.,John G.",Elevated,09/29/2005,,
DC - CCA,"Randolph,A. Raymond",Senior,11/01/2008,"Srinivasan,Srikanth",01/04/2013
FD - CCA,"Linn,Richard",Senior,10/31/2012,"Chen,Raymond T.",02/07/2013
FD - CCA,"Bryson,William C.",Senior,01/07/2013,"Hughes,Todd M.",02/07/2013
IT - CCA,"Barzilay,Judith M.",Senior,06/02/2011,"Barnett,Mark A.",01/04/2013
IT - CCA,"Wallach,Evan J.",Elevated,11/08/2011,"Kelly,Claire R.",01/04/2013
Total Vacancies: 86,Total Vacancies: 86,Total Vacancies: 86,Total Vacancies: 86,Total Vacancies: 86,Total Vacancies: 86
Total Nominees Pending: 22,Total Nominees Pending: 22,Total Nominees Pending: 22,Total Nominees Pending: 22,Total Nominees Pending: 22,Total Nominees Pending: 22
