Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
07 - IL-N,"Der-Yeghiayan,Samuel",Retired,02/17/2018,"Kness,John Fitzgerald",06/24/2019
07 - IL-S,"Reagan,Michael J.",Retired,03/31/2019,,
07 - IL-S,"Herndon,David R.",Retired,01/07/2019,,
07 - WI-E,"Griesbach,William C.",Senior,12/31/2019,,
07 - WI-E,"Randa,Rudolph T.",Senior,02/05/2016,,
08 - MN,"Ericksen,Joan N.",Senior,10/15/2019,,
09 - AK,"Beistline,Ralph R.",Senior,12/31/2015,"Kindred,Joshua M.",01/03/2020
09 - AZ,"Collins,Raner",Senior,03/04/2019,"Hinderaker,John Charles",12/02/2019
09 - AZ,"Jorgenson,Cindy K.",Senior,04/06/2018,"Rash,Scott Hugh",10/15/2019
09 - CA-C,"Guilford,Andrew J.",Senior,07/05/2019,,
09 - CA-C,"Real,Manuel L.",Senior,11/04/2018,,
09 - CA-C,"Snyder,Christina A.",Senior,11/23/2016,,
09 - CA-C,"Morrow,Margaret M.",Senior,10/29/2015,,
09 - CA-C,"O'Connell,Beverly Reid",Deceased,10/08/2017,,
09 - CA-C,"Pregerson,Dean D.",Senior,01/28/2016,,
09 - CA-C,"Otero,S. James",Senior,12/30/2018,"Aenlle-Rocha,Fernando L.",01/09/2020
09 - CA-C,"Collins,Audrey B.",Retired,08/01/2014,"Blumenfeld,Jr.,Stanley",01/09/2020
09 - CA-C,"King,George H.",Retired,01/06/2017,"Scarsi,Mark C.",01/09/2020
09 - CA-E,"England Jr.,Morrison C.",Senior,12/17/2019,,
09 - CA-S,"Benitez,Roger T.",Senior,12/31/2017,,
09 - CA-S,"Anello,Michael M.",Senior,10/31/2018,,
09 - CA-S,"Moskowitz,Barry Ted",Senior,01/23/2019,,
09 - CA-S,"Houston,John A.",Senior,02/06/2018,,
09 - CA-S,"Huff,Marilyn L.",Senior,09/30/2016,,
09 - NV,"Jones,Robert Clive",Senior,02/01/2016,,
09 - NV,"Mahan,James C.",Senior,06/29/2018,,
09 - WA-W,"Settle,Benjamin Hale",Senior,01/01/2020,,
09 - WA-W,"Pechman,Marsha J.",Senior,02/06/2016,,
09 - WA-W,"Robart,James L.",Senior,06/28/2016,,
09 - WA-W,"Lasnik,Robert S.",Senior,01/27/2016,,
09 - WA-W,"Leighton,Ronald B.",Senior,02/28/2019,,
10 - CO,"Krieger,Marcia S.",Senior,03/03/2019,,
10 - NM,"Brack,Robert",Senior,07/25/2018,,
10 - NM,"Herrera,Judith C.",Senior,07/01/2019,,
10 - OK-E,"Payne,James H.",Senior,08/01/2017,"Heil III,John F.",01/06/2020
11 - FL-M,"Kovachevich,Elizabeth A.",Senior,12/14/2018,,
11 - FL-S,"Marra,Kenneth A.",Senior,08/01/2017,,
CL,"Damich,Edward J.",Senior,10/21/2013,,
CL,"Wolski,Victor J.",Senior,07/13/2018,,
CL,"Lettow,Charles Frederick",Senior,07/13/2018,,
CL,"Block,Lawrence J.",Retired,01/08/2016,"Meyers,Edward Hulvey",01/06/2020
CL,"Braden,Susan G.",Senior,07/13/2018,"Obermann,Grace Karaffa",01/09/2020
CL,"Horn,Marian Blank",Senior,03/09/2018,"Schwartz,Stephen Sidney",01/09/2020
IT,"Gordon,Leo M.",Senior,03/22/2019,,
IT,"Ridgway,Delissa A.",Senior,01/31/2019,"Vaden,Stephen A.",01/03/2020
